propertyValue,nodeIds,numNodes
7311.0,['1165089590736240640'],1
7312.0,"['1205337358557691904', '270005762']",2
7314.0,['1039095809206304768'],1
7315.0,['2811175866'],1
7318.0,['2332763083'],1
7319.0,['916358109370646528'],1
7321.0,['1099708874741956609'],1
7322.0,['265757648'],1
7323.0,"['729298944925286401', '1511367090795646976']",2
7326.0,['3053659097'],1
7329.0,['701822005734195202'],1
7330.0,['1326179014482956288'],1
7331.0,['1420801597894922240'],1
7332.0,['188687345'],1
7333.0,['587670516'],1
7334.0,['743399441671946240'],1
7336.0,['634594307'],1
7337.0,['1483101909925859329'],1
7339.0,['1108941813740503041'],1
7340.0,['1107994986455269376'],1
7341.0,"['472589320', '1503214951728660488', '918137404006862848']",3
7342.0,['747110460911026176'],1
7343.0,['730089743082356736'],1
7344.0,['1420859009796509698'],1
7346.0,['1433940532997152768'],1
7348.0,['1172414636236234752'],1
7349.0,['704325181913718784'],1
7350.0,['617554988'],1
7351.0,['1473838095359303681'],1
7352.0,['362751033'],1
7354.0,['112141378'],1
7356.0,['2337219652'],1
7362.0,['4289406035'],1
7363.0,['301933652'],1
7364.0,['2937529433'],1
7365.0,['114500700'],1
7366.0,"['2924946528', '27686169']",2
7367.0,['1388745514485571587'],1
7368.0,['1555548215663104000'],1
7369.0,['1590539297312182272'],1
7372.0,['1572892995485143040'],1
7373.0,['1006106250336243712'],1
7374.0,['880946101020495872'],1
7375.0,['1130632131229749248'],1
7376.0,['1248847399763808256'],1
7377.0,['1267033696017813504'],1
7378.0,['1410524703085584388'],1
7379.0,['949025147398361089'],1
7380.0,['930156516400926721'],1
7381.0,['1257645428742524929'],1
7382.0,['1577130380959911937'],1
7383.0,['1555612087463940097'],1
7384.0,['1229923465'],1
7385.0,['47391887'],1
7387.0,['1462940994530205701'],1
7388.0,['1221833891570487298'],1
7389.0,['1568031070762799106'],1
7390.0,['1494659782719987712'],1
7391.0,['1548921323379908608'],1
7392.0,"['1049306268', '11237632', '1122066216149905409', '2298252151', '14477723', '2790869677', '112886485']",7
7393.0,"['1544594717886877698', '84364416', '83466368']",3
7394.0,"['1523946425708601344', '68382599', '2854482238', '1537689158017245187', '617196939', '352439708']",6
7395.0,['744442597725331456'],1
7397.0,"['771727656031248384', '874935422799024128', '1276670790977695744']",3
7401.0,['309273772'],1
7402.0,"['154084525', '215447215', '254046873', '1502085215560159233', '961134787', '1516775156835831814']",6
7404.0,['1369331371349532673'],1
7405.0,['1400689489144602625'],1
7407.0,['1573293715522740225'],1
7408.0,['184231098'],1
7409.0,['1398967486968651777'],1
7410.0,"['42935483', '39364684']",2
7412.0,['133113041'],1
7413.0,['1488456596619419650'],1
7414.0,['1365573875187212290'],1
7415.0,['979183225812627456'],1
7416.0,['2966627554'],1
7417.0,['272311524'],1
7418.0,['1572892246013349893'],1
7419.0,"['1491894503191502851', '498939050']",2
7420.0,"['2973967596', '3111658152']",2
7421.0,['4600308981'],1
7422.0,['178201849'],1
7423.0,['1584286954899791876'],1
7425.0,['1574814458467057664'],1
7427.0,"['121578764', '1531222813159325702']",2
7429.0,['881272081'],1
7430.0,['1271366682578243584'],1
7431.0,"['22488339', '808693699']",2
7433.0,['528950551'],1
7434.0,['1576510784145952775'],1
7435.0,['1416935239180509189'],1
7436.0,['1573780479735652357'],1
7437.0,['1117585186500370434'],1
7438.0,"['14886176', '33561428']",2
7439.0,['3339134242'],1
7440.0,['1247875702436835328'],1
7441.0,['317924650'],1
7442.0,"['551232817', '1666670300', '575896020', '1471918530', '1242034782', '1117332234565029888', '999409236672155648', '121241360', '1329966591212138496', '880171740936249344', '1106673690', '1513858390686146565', '116301504']",13
7443.0,['1439620962769592326'],1
7445.0,['1462969674'],1
7446.0,['1464002177580556295'],1
7447.0,"['1501238630119059456', '470042842']",2
7449.0,['1406602398643204096'],1
7451.0,"['5449042', '75209239', '388947237', '14412988', '2468094146']",5
7452.0,"['99558752', '1461421686176325633', '244917756']",3
7454.0,['837231974'],1
7455.0,['107423081'],1
7456.0,['1329559288709328897'],1
7458.0,"['67052909', '594749537', '2955169283']",3
7459.0,['1611343225'],1
7462.0,['984182548791164928'],1
7465.0,"['1287106091009048576', '4803342159']",2
7466.0,['1592252316383576064'],1
7467.0,"['1218840266167156736', '119830208']",2
7468.0,['1325453244676648962'],1
7472.0,['1316744566838644737'],1
7473.0,['2744591764'],1
7474.0,['236660120'],1
7477.0,['1509969209052311555'],1
7479.0,['1532324321217085441'],1
7480.0,['1593660409600409601'],1
7481.0,['1577202541598736385'],1
7482.0,['1226865492821934081'],1
7483.0,['1564120603254194177'],1
7484.0,['181872037'],1
7485.0,"['862670278408667137', '42793960']",2
7486.0,"['129181096', '4175759465', '25012214', '34465477']",4
7487.0,['1051894737735692288'],1
7488.0,['216212917'],1
7489.0,['1484704904941875204'],1
7490.0,['1366482404219760644'],1
7491.0,['1581965131512152066'],1
7493.0,"['1237411542208925696', '737186694559113216']",2
7494.0,"['1132324814562054144', '1466260192127959042']",2
7496.0,['1316192951572156416'],1
7497.0,['1272790430413803520'],1
7498.0,['1575139552842350594'],1
7499.0,['952964281842139138'],1
7501.0,"['53159373', '141249668', '43399772']",3
7502.0,"['132589007', '244563854']",2
7503.0,['1553465611073748995'],1
7504.0,['966337894905413635'],1
7505.0,['1192758232890003457'],1
7506.0,['991354056600768513'],1
7507.0,['1314201494690779137'],1
7508.0,['96937448'],1
7509.0,"['21439977', '133641778']",2
7510.0,['1572402621977067524'],1
7512.0,['189212142'],1
7513.0,['1681073648'],1
7514.0,['2919441912'],1
7516.0,"['241640955', '1481824593757282304']",2
7517.0,['2212701698'],1
7518.0,"['1528072756713095173', '1240959982985756675']",2
7519.0,['527902216'],1
7521.0,['1579390474309324800'],1
7522.0,['1546200568397430790'],1
7523.0,['627516977'],1
7524.0,['2984453682'],1
7525.0,['1574104072197636103'],1
7526.0,['1544053235073286151'],1
7527.0,['980966615360655360'],1
7528.0,['1026433796554543104'],1
7530.0,['887668548591603712'],1
7531.0,"['922631184940716032', '1422383634829520907']",2
7532.0,"['1084151045889118208', '1262513788932239362']",2
7533.0,['842391138648641536'],1
7535.0,['742975502730842112'],1
7536.0,['956119087628865536'],1
7537.0,['329459268'],1
7539.0,"['2873304647', '1241751509265719296', '2796819515', '1576818975022931971', '1196822090147672065']",5
7540.0,"['1273701966', '1034250501540339712', '950604315864940544']",3
7543.0,['1001253803188998145'],1
7544.0,['1126463430527995905'],1
7545.0,['1038284882902962177'],1
7546.0,['2688231000'],1
7549.0,['866380780217487362'],1
7550.0,['925478084542832640'],1
7551.0,"['1102476101530603523', '2766188078']",2
7552.0,['415442566'],1
7553.0,['878625149867630593'],1
7554.0,['1569004987929460736'],1
7556.0,['1205987588886220800'],1
7558.0,['845484009828306948'],1
7559.0,['1559438122223796225'],1
7560.0,['1293528577959292928'],1
7561.0,['1213543887874060288'],1
7563.0,"['1526462961451036672', '69544090']",2
7564.0,['1190322758762131456'],1
7567.0,['1573524545100607488'],1
7568.0,['1067265110094295040'],1
7569.0,['480192171'],1
7570.0,['68363957'],1
7571.0,['878347154225549317'],1
7572.0,"['4721157818', '1504157840071544838']",2
7573.0,['1384294344358653953'],1
7574.0,['314779325'],1
7575.0,['1555244737'],1
7576.0,['2833983174'],1
7577.0,['1300646842435239936'],1
7580.0,['1548127744201879554'],1
7581.0,['1512301903010570240'],1
7582.0,"['50013926', '1427804040', '43159775']",3
7583.0,['1467848953546698755'],1
7584.0,['1483924936800575488'],1
7585.0,['852451060799217664'],1
7586.0,['1559377702754426880'],1
7587.0,['1140626191055036416'],1
7588.0,['1482523932158828544'],1
7590.0,"['1255151', '453257427']",2
7591.0,['1572485618940223488'],1
7593.0,['1460039853526196224'],1
7594.0,"['16459513', '1375389284648288258']",2
7595.0,['2620598021'],1
7597.0,['1590367858621652993'],1
7600.0,['1572913578608402433'],1
7605.0,"['389490450', '249646371', '1351599530874122249', '1589763277550243840']",4
7609.0,['1575261374967685122'],1
7611.0,['830419544070057984'],1
7614.0,['1584636732913459203'],1
7615.0,"['1459821286130163715', '158138778', '1254031849103425536', '1487812186080788483']",4
7616.0,['1592113577338576899'],1
7618.0,"['6498112', '3177403487']",2
7619.0,['513746757'],1
7620.0,['200222537'],1
7621.0,['208086863'],1
7622.0,['1511849726995570692'],1
7625.0,['1345548403493650432'],1
7626.0,['1595280995980230656'],1
7627.0,['1515453518072594432'],1
7629.0,['1576346614939074560'],1
7630.0,"['157493089', '1577598913737023488']",2
7631.0,['1012710055697793025'],1
7634.0,['110045055'],1
7637.0,"['1528846560779542534', '399514370']",2
7642.0,['1141906080949080064'],1
7645.0,['1243028862482518017'],1
7647.0,['1209124033360302081'],1
7648.0,['1132896127814995969'],1
7649.0,"['1209882188772020225', '1354835123418460162']",2
7651.0,['1575392659769892872'],1
7652.0,['1596269311903006721'],1
7653.0,['484648914'],1
7654.0,['66529235'],1
7657.0,['1099307587990929408'],1
7659.0,['2836342767'],1
7660.0,['1277735067394195457'],1
7661.0,['3087476727'],1
7662.0,['1480796154'],1
7663.0,['125249531'],1
7667.0,['726345745'],1
7669.0,['1918052371'],1
7670.0,"['52111377', '15825577']",2
7671.0,['1535893918759677952'],1
7673.0,['1426428126750445569'],1
7675.0,['1104322661449117696'],1
7676.0,['2973706282'],1
7680.0,['1391097776776286210'],1
7682.0,"['1290089153451843584', '372536101']",2
7683.0,['1538681297773948929'],1
7684.0,['3120244798'],1
7685.0,['1594853102179741697'],1
7686.0,['1199731010587385856'],1
7688.0,['235350088'],1
7689.0,['311634003'],1
7690.0,['1388182070313226243'],1
7691.0,"['14886998', '250784170']",2
7692.0,['1213913896420958209'],1
7693.0,['1217373097709330433'],1
7695.0,['1401133779880644611'],1
7698.0,['186853474'],1
7699.0,['280176747'],1
7700.0,['1402037769296285700'],1
7702.0,['944187505'],1
7704.0,['11217022'],1
7706.0,['1434844807998869509'],1
7707.0,"['14362766', '122422343', '23745072']",3
7712.0,"['556214449', '1501857888431661057']",2
7713.0,['723347527181983744'],1
7714.0,['1201162218492059648'],1
7715.0,['1164075524320321536'],1
7716.0,['1001777927472734208'],1
7717.0,['1143179380459495424'],1
7719.0,['1133903271691739136'],1
7720.0,['1117714241530814464'],1
7721.0,['148842694'],1
7722.0,['1576134309991387136'],1
7723.0,['541534408'],1
7725.0,"['582953166', '266484898']",2
7726.0,['2726766806'],1
7727.0,['1008403240944328705'],1
7729.0,"['409675999', '2389457995', '1503292205523357699']",3
7730.0,['394471665'],1
7732.0,['1588000936017899520'],1
7734.0,['2765826312'],1
7735.0,['1595143556553117696'],1
7736.0,['843220402499334145'],1
7738.0,"['72034591', '19929890']",2
7739.0,"['1347633891914473476', '1394387186502578177']",2
7740.0,['1570477927128764417'],1
7741.0,['1562061097'],1
7742.0,['1261363066907885568'],1
7743.0,['82782516'],1
7744.0,['3132303668'],1
7745.0,['3236636985'],1
7749.0,"['15411535', '1385278105367900165']",2
7750.0,['1589519410104045568'],1
7751.0,['125774183'],1
7752.0,"['428550505', '1064992783344250881', '1329711194', '1418307585652887552']",4
7755.0,['417802606'],1
7757.0,"['1503244463963090944', '105070315']",2
7758.0,['1214759006750879744'],1
7759.0,['150153589'],1
7761.0,['129706372'],1
7763.0,"['1435276660190982145', '1332037945302294529', '203123011', '1532913668366934016', '932461730', '1489334929716432898', '1540325367701016576', '1093794835', '623780427', '1213666782159880195']",10
7764.0,['1504227964497670145'],1
7765.0,['62073229'],1
7767.0,['1215401963086655489'],1
7768.0,['1273617093620117505'],1
7769.0,"['1146494610522484737', '2272137527']",2
7770.0,['126560662'],1
7771.0,"['1491875307409838083', '4012374280']",2
7773.0,['2962172325'],1
7774.0,['731430355216007168'],1
7779.0,['21178789'],1
7780.0,['253176236'],1
7783.0,['1396575372385431555'],1
7784.0,['775379791335817217'],1
7788.0,['742389067887837186'],1
7789.0,"['1357391547814281218', '1531754505834057728']",2
7790.0,"['1208198761480015872', '1476788382789345280']",2
7791.0,['1589226234583535616'],1
7792.0,['1557314751323000832'],1
7794.0,['1503537675457875968'],1
7796.0,"['19868130', '133434802', '906082234490290176', '1495975975582064645', '2300482039']",5
7797.0,['2602510818'],1
7798.0,"['1518646685106417669', '1497186848191488014']",2
7799.0,['1464952753885630465'],1
7801.0,"['17771011', '19029592']",2
7803.0,['1404375720709672962'],1
7804.0,"['859935124934107136', '1449541053703356416']",2
7807.0,['793533532526092288'],1
7808.0,"['871042780360876032', '289063785']",2
7811.0,['1862478373'],1
7812.0,['401025578'],1
7813.0,['19606065'],1
7816.0,['3310823996'],1
7819.0,"['212019800', '387040643']",2
7820.0,['54471257'],1
7821.0,"['1144052105801584640', '103033665', '1262200146114248705']",3
7822.0,['1149153587156701184'],1
7825.0,"['99297884', '392977409', '1333052750', '281612040']",4
7826.0,['949013062723522560'],1
7827.0,['806922085218078720'],1
7828.0,['817775986729242624'],1
7829.0,['103674409'],1
7830.0,['1153180365420449792'],1
7832.0,"['2396727920', '26712010']",2
7833.0,"['19081841', '767360013899800576']",2
7834.0,['999457295238123521'],1
7835.0,['1350464661976731649'],1
7836.0,['799092432583479297'],1
7837.0,['841259895630548993'],1
7838.0,"['997927544', '2738600196']",2
7839.0,['899526438533156866'],1
7840.0,['1140777045867319298'],1
7841.0,['1533158524183781376'],1
7844.0,['1590403131963219968'],1
7845.0,['1561942733308174336'],1
7846.0,['76491411'],1
7848.0,['965946013'],1
7849.0,['146483874'],1
7850.0,"['1133456036', '870454480474693633']",2
7852.0,"['1206257664679956483', '1249059804762562562']",2
7853.0,['106900133'],1
7856.0,['359344812'],1
7858.0,['80947885'],1
7862.0,['59714229'],1
7863.0,['296430261'],1
7865.0,['111618751'],1
7866.0,"['3070175936', '1336650263336259584', '1474857278696308739']",3
7867.0,['1473111074430156801'],1
7868.0,['1571802526789279746'],1
7869.0,['1158274858041536512'],1
7870.0,['1582270489518546946'],1
7871.0,['923331374576173056'],1
7872.0,['553331406'],1
7874.0,['70724306'],1
7877.0,"['1153991772772560897', '1356295483', '272936200']",3
7878.0,['1312378572116389889'],1
7879.0,['181873374'],1
7880.0,"['2383882980', '198499135']",2
7881.0,['1573270547416358916'],1
7882.0,['1159816663522406402'],1
7883.0,['59452154'],1
7884.0,['1608723200'],1
7885.0,['1314859776'],1
7886.0,"['72821514', '2875299159']",2
7887.0,['1576293332245946373'],1
7888.0,['1572742355827957765'],1
7890.0,['3772984100'],1
7891.0,['312945444'],1
7894.0,['1574564341352898566'],1
7895.0,"['57355054', '1377626406134423559']",2
7896.0,"['244525883', '66747851']",2
7897.0,"['829627615011074048', '1012359349166059521']",2
7898.0,['790708775837691904'],1
7901.0,['2508663619'],1
7905.0,['258681679'],1
7906.0,['436677460'],1
7907.0,['825341312006287361'],1
7908.0,['55520092'],1
7909.0,"['1342115061637246977', '1290631830304063490']",2
7911.0,"['871866650244632578', '304616288']",2
7914.0,"['875654351917793280', '843498128292679682']",2
7915.0,"['997244772719902720', '2666292863']",2
7916.0,['233778042'],1
7917.0,"['2411146112', '826117446050381826']",2
7920.0,['1551440059148410880'],1
7921.0,['1457615727620661248'],1
7922.0,"['16984977', '289816303']",2
7927.0,['347286452'],1
7928.0,['1481528394248757250'],1
7929.0,"['3262584578', '627801349', '39600478', '18946913', '110171914']",5
7930.0,"['702622422353088513', '710670971']",2
7931.0,['84618183'],1
7932.0,['2592025546'],1
7933.0,"['26160074', '3914335692']",2
7935.0,['311110619'],1
7936.0,"['96938972', '593107459']",2
7938.0,"['1492368954500825088', '77851824', '1259170920628776960']",3
7939.0,['1477461030406176768'],1
7940.0,['1579205519193128960'],1
7941.0,['967257084'],1
7942.0,['1573264578695380993'],1
7944.0,['247671824'],1
7945.0,['1585818455642718209'],1
7947.0,['1570807125110145025'],1
7948.0,['821242903'],1
7950.0,"['1497617015573561346', '1544782267951759360']",2
7952.0,['1249267321882972160'],1
7953.0,['730203715806859264'],1
7955.0,['1153747648920326144'],1
7957.0,"['1073693684770705408', '2673251988']",2
7958.0,['1217776665155244032'],1
7960.0,"['1119237312624365568', '376728876']",2
7962.0,['933305672803979265'],1
7963.0,['1312371168339464193'],1
7966.0,['115551314'],1
7967.0,"['2829401', '9571702']",2
7970.0,['4739247200'],1
7971.0,['109259887'],1
7974.0,['3377933433'],1
7977.0,['3232705670'],1
7978.0,['245312646'],1
7980.0,"['268643470', '1713720511', '50420389', '255471924', '14317590']",5
7981.0,['825075393346416640'],1
7983.0,['715531725254701056'],1
7984.0,"['443231388', '14153331']",2
7985.0,"['1499487399742783495', '87416722']",2
7987.0,['1258149884408008709'],1
7988.0,"['960245792354242565', '2759989021']",2
7990.0,['3437440191'],1
7991.0,"['909879719734251521', '757572298580844544']",2
7993.0,['750215147348713472'],1
7995.0,"['1194730898857615360', '260041904']",2
7997.0,['1267246859858436096'],1
7998.0,['1327937311309520896'],1
7999.0,['1337925323791491072'],1
8000.0,['1299635582705033216'],1
8004.0,['993733866'],1
8005.0,['2598317294'],1
8007.0,['3100585203'],1
8008.0,['1155724885001461761'],1
8009.0,"['889970502743318529', '718956501923192833']",2
8010.0,['1170327045274034177'],1
8012.0,['510864641'],1
8013.0,['633023749'],1
8014.0,"['4899417352', '1386538416989376514', '78346460', '2876041031', '79282617', '15907183']",6
8015.0,['883751509284052994'],1
8017.0,['597634323'],1
8018.0,['2336697621'],1
8019.0,"['18820392', '15973122']",2
8020.0,['1468657734271012864'],1
8021.0,['1530944753378168832'],1
8022.0,['1565966783756275712'],1
8023.0,['1545728306762649600'],1
8024.0,['1459728329222033408'],1
